"campaign","group","year","season","unit","subunit","site","factor","proximity","habitat","lon","lat","date","effort_time","datetime","species_latin","rad1","rad2","rad3","rad4","total","comments"
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7488,31.2826,2014-01-21,"10 min",NA,"Corvus cornix",0,0,2,1,3,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7488,31.2826,2014-01-21,"10 min",NA,"Saxicola torquatus",0,2,0,2,4,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7488,31.2826,2014-01-21,"10 min",NA,"Phoenicurus ochruros",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7488,31.2826,2014-01-21,"10 min",NA,"Turdus philomelos",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Galerida cristata",1,0,1,3,5,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Streptopelia decaocto",0,2,4,5,11,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Alauda arvensis",0,0,5,0,5,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Carduelis cannabina",0,0,0,10,10,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Carduelis chloris",0,0,0,2,2,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Corvus cornix",0,0,1,3,4,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"KKL Plantings",34.7483,31.2936,2014-01-21,"10 min",NA,"Bubulcus ibis",0,0,0,5,5,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7573,31.282,2014-01-21,"10 min",NA,"Galerida cristata",0,2,4,2,8,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7573,31.282,2014-01-21,"10 min",NA,"Lanius meridionalis",0,0,0,1,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7573,31.282,2014-01-21,"10 min",NA,"Buteo rufinus",0,1,0,0,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7573,31.282,2014-01-21,"10 min",NA,"Alectoris chukar",0,0,6,0,6,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7573,31.282,2014-01-21,"10 min",NA,"Alauda arvensis",0,0,30,0,30,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7573,31.282,2014-01-21,"10 min",NA,"Columba livia (domesticus)",0,6,0,0,6,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Galerida cristata",0,0,2,0,2,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Alauda arvensis",0,2,0,0,2,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Anthus pratensis",0,0,4,0,4,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Turdus philomelos",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Falco tinnunculus",0,1,0,1,2,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Columba livia (domesticus)",0,0,7,0,7,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7625,31.2923,2014-01-21,"10 min",NA,"Streptopelia decaocto",0,0,1,2,3,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Galerida cristata",0,0,2,3,5,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Columba livia (domesticus)",0,3,6,0,9,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Phoenicurus ochruros",0,0,0,1,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Streptopelia decaocto",0,0,2,4,6,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Saxicola torquatus",0,1,0,0,1,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Lanius meridionalis",0,1,0,1,2,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Carduelis chloris",0,0,12,0,12,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Carduelis cannabina",0,0,5,2,7,NA
"T0","Birds",2014,"Winter","Loess Covered Areas in the Northern Negev",NA,"Nahal Ashan",NA,NA,"Loess",34.7701,31.2957,2014-01-21,"10 min",NA,"Oenanthe finschii",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Fringilla coelebs",0,5,20,2,27,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Garrulus glandarius",0,0,2,1,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Turdus merula",1,0,0,1,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Sylvia melanocephala",0,1,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Carduelis chloris",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Pycnonotus xanthopygos",1,1,0,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Phylloscopus collybita",0,1,2,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Erithacus rubecula",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Parus major",0,1,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Stigmatopelia senegalensis",0,0,2,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.866661,31.381597,2014-01-06,"10 min",NA,"Streptopelia decaocto",0,0,3,2,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Corvus monedula",0,0,5,3,8,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Corvus cornix",0,1,1,2,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Streptopelia decaocto",0,2,6,3,11,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Stigmatopelia senegalensis",0,2,2,0,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Pycnonotus xanthopygos",0,1,2,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Passer domesticus",0,0,10,5,15,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Vanellus spinosus",0,0,0,3,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Columba livia (domesticus)",0,0,5,5,10,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.87327,31.380727,2014-01-06,"10 min",NA,"Motacilla alba",1,0,0,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Vanellus spinosus",0,1,2,2,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Streptopelia decaocto",0,1,3,4,8,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Buteo buteo",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Galerida cristata",0,0,2,1,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Passer domesticus",0,3,6,4,13,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Acridotheres tristis",0,0,3,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Carduelis chloris",0,0,4,2,6,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Near",NA,34.872417,31.376389,2014-01-06,"10 min",NA,"Falco tinnunculus",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Galerida cristata",0,2,1,1,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Anthus pratensis",0,3,0,2,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Oenanthe finschii",0,0,1,1,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Sylvia conspicillata",0,1,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Sylvia melanocephala",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Saxicola torquatus",0,2,0,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Prinia gracilis",1,2,1,0,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Anthus similis",0,0,0,1,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Carduelis cannabina",0,0,15,20,35,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Falco tinnunculus",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.860706,31.38822,2014-01-06,"10 min",NA,"Corvus monedula",0,0,0,3,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Oenanthe finschii",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Carduelis cannabina",0,0,0,30,30,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Prinia gracilis",1,2,1,0,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Sylvia conspicillata",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Galerida cristata",0,0,2,1,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Circus cyaneus",0,0,0,1,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Saxicola torquatus",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.859405,31.395838,2014-01-06,"10 min",NA,"Phoenicurus ochruros",0,1,0,1,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Galerida cristata",0,0,2,2,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Vanellus vanellus",0,0,0,8,8,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Buteo rufinus",0,0,0,1,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Prinia gracilis",0,2,1,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Carduelis chloris",0,0,5,0,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Corvus monedula",0,0,0,2,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Turdus philomelos",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Miliaria calandra",0,0,12,0,12,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lahav","Settlements","Far",NA,34.867728,31.395962,2014-01-06,"10 min",NA,"Alauda arvensis",0,0,0,3,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Corvus cornix",0,0,3,2,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Stigmatopelia senegalensis",0,2,1,1,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Streptopelia decaocto",0,3,1,3,7,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Motacilla alba",1,0,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Phylloscopus collybita",0,2,0,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Pycnonotus xanthopygos",0,2,2,0,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Turdus merula",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Sylvia melanocephala",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.823444,31.36837,2014-01-06,"10 min",NA,"Garrulus glandarius",0,1,0,1,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Corvus cornix",0,2,1,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Vanellus spinosus",0,0,2,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Acridotheres tristis",0,3,1,1,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Passer domesticus",0,2,6,3,11,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Stigmatopelia senegalensis",0,1,3,0,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Columba livia (domesticus)",0,2,5,3,10,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Nectarinia osea",1,0,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.812146,31.364851,2014-01-06,"10 min",NA,"Phoenicurus ochruros",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.803903,31.365825,2014-01-06,"10 min",NA,"Motacilla alba",0,0,2,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.803903,31.365825,2014-01-06,"10 min",NA,"Pycnonotus xanthopygos",0,0,2,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.803903,31.365825,2014-01-06,"10 min",NA,"Stigmatopelia senegalensis",0,2,1,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.803903,31.365825,2014-01-06,"10 min",NA,"Galerida cristata",0,0,2,1,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.803903,31.365825,2014-01-06,"10 min",NA,"Columba livia (domesticus)",0,0,4,3,7,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Near",NA,34.803903,31.365825,2014-01-06,"10 min",NA,"Streptopelia decaocto",0,1,2,2,5,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Prinia gracilis",2,1,1,0,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Oenanthe finschii",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Sylvia conspicillata",0,1,2,1,4,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Lullula arborea",0,10,0,0,10,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Galerida cristata",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Alectoris chukar",0,0,6,3,9,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Phoenicurus ochruros",0,1,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840534,31.358225,2014-01-06,"10 min",NA,"Saxicola torquatus",0,2,0,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Turdus philomelos",0,0,3,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Carduelis chloris",0,0,8,4,12,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Sylvia conspicillata",0,1,0,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Saxicola torquatus",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Fringilla coelebs",0,0,3,5,8,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Sylvia melanocephala",1,0,1,0,2,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Miliaria calandra",0,0,0,15,15,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.840215,31.335359,2014-01-06,"10 min",NA,"Streptopelia decaocto",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.828753,31.334413,2014-01-06,"10 min",NA,"Serinus serinus",0,0,1,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.828753,31.334413,2014-01-06,"10 min",NA,"Anthus pratensis",0,2,0,5,7,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.828753,31.334413,2014-01-06,"10 min",NA,"Fringilla coelebs",0,0,3,0,3,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.828753,31.334413,2014-01-06,"10 min",NA,"Carduelis cannabina",0,0,0,12,12,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.828753,31.334413,2014-01-06,"10 min",NA,"Sylvia conspicillata",1,0,0,0,1,NA
"T0","Birds",2014,"Winter","Mediterranean-Desert Transition Zone",NA,"Lehavim","Settlements","Far",NA,34.828753,31.334413,2014-01-06,"10 min",NA,"Saxicola torquatus",0,2,0,0,2,NA
